id,title,runtime,original_language,overview,popularity,tagline,genres,spoken_languages,keywords,directors,writers,averageRating,numVotes,cast,sex_nudity_summary,sex_nudity_score,year,NLP_nudity_score,Sexual_Nudity_Category,sex_nudity_summary_cleaned
284052,Doctor Strange,115,en,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",70.535,The impossibilities are endless.,"Action, Adventure, Fantasy",English,"magic, superhero, training, time, based on comic, sorcerer, doctor, neurosurgeon, wizard, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",Scott Derrickson,"Jon Spaihts, Scott Derrickson, C. Robert Cargill, Stan Lee, Steve Ditko",7.5,831765,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen, Tilda Swinton, Michael Stuhlbarg, Benjamin Bratt, Scott Adkins, Zara Phythian",Mild.  A man and woman kiss briefly. A woman makes a suggestive comment about a man's hands.,2.0,2016,1,None,A man and woman kiss briefly. A woman makes a suggestive comment about a man's hands.
76341,Mad Max: Fury Road,121,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",78.319,What a Lovely Day.,"Action, Adventure, Science Fiction",English,"rescue, future, australia, chase, dystopia, post-apocalyptic future, survival, on the run, on the road, convoy, peak oil, dark future",George Miller,"George Miller, Brendan McCarthy, Nick Lathouris",8.1,1149357,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Zoë Kravitz, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee","Moderate.  The Wives wear sheer, revealing outfits.  Implied sexual slavery.  Some kissing.  A character is pregnant.  Sexual innuendo.",4.0,2015,6,Moderate,"The Wives wear sheer, revealing outfits.  Implied sexual slavery.  Some kissing.  A character is pregnant.  Sexual innuendo."
70160,The Hunger Games,142,en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",29.577,May The Odds Be Ever In Your Favor.,"Science Fiction, Adventure, Fantasy",English,"based on novel or book, revolution, dystopia, female protagonist, bow and arrow, game, archery, death match, forced to kill, based on young adult novel",Gary Ross,"Gary Ross, Suzanne Collins, Billy Ray",7.2,1029804,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, Donald Sutherland, Wes Bentley, Toby Jones","Mild.  Katniss and Peeta pretend to be romantically involved for the cameras to gain sympathy and support from sponsors. They hug, cuddle, and kiss.  Some other tributes are shown in revealing outfits.  There are references to prostitution in the Capitol.",2.0,2012,2,Mild,"Katniss and Peeta pretend to be romantically involved for the cameras to gain sympathy and support from sponsors. They hug, cuddle, and kiss.  Some other tributes are shown in revealing outfits.  There are references to prostitution in the Capitol."
315635,Spider-Man: Homecoming,133,en,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",65.88,Homework can wait. The city can't.,"Action, Adventure, Science Fiction, Drama",English,"high school, new york city, washington dc, usa, superhero, based on comic, reboot, aftercreditsstinger, marvel cinematic universe (mcu)",Jon Watts,"Jonathan Goldstein, John Francis Daley, Jon Watts, Christopher Ford, Chris McKenna, Erik Sommers, Stan Lee, Steve Ditko, Joe Simon, Jack Kirby",7.4,745187,"Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier",Mild.  A teenage boy is attracted to an older girl and there are some suggestive comments and innuendo.  A party scene shows teenagers dancing and drinking.  Some very mild flirting.,2.0,2017,0,None,A teenage boy is attracted to an older girl and there are some suggestive comments and innuendo.  A party scene shows teenagers dancing and drinking.  Some very mild flirting.
672,Harry Potter and the Chamber of Secrets,161,en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",121.699,Hogwarts is back in session.,"Adventure, Fantasy",English,"witch, flying car, elves, magic, sword, diary, child hero, school of witchcraft, giant spider, black magic, giant snake, child driving car, wizard, aftercreditsstinger, christmas, based on young adult novel, wizarding world",Chris Columbus,"J.K. Rowling, Steve Kloves",7.4,719140,"Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh, Toby Jones, Robbie Coltrane, Richard Harris, Alan Rickman, Tom Felton, Jason Isaacs","Mild.  Harry and Ron take Polyjuice Potion and transform into two girls.  They are briefly seen in the girls' bathroom, but nothing inappropriate is shown.  There are a few scenes of adolescent crushes and some mild flirting.",2.0,2002,1,None,"Harry and Ron take Polyjuice Potion and transform into two girls.  They are briefly seen in the girls' bathroom, but nothing inappropriate is shown.  There are a few scenes of adolescent crushes and some mild flirting."
283995,Guardians of the Galaxy Vol. 2,137,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,67.553,Obviously.,"Science Fiction, Adventure, Action",English,"superhero, based on comic, sequel, misfit, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",James Gunn,"James Gunn, Dan Abnett, Andy Lanning, Steve Englehart, Steve Gan, Jim Starlin, Stan Lee, Larry Lieber, Jack Kirby, Bill Mantlo, Keith Giffen, Steve Gerber, Val Mayerik",7.6,783554,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper, Kurt Russell, Michael Rooker, Karen Gillan, Pom Klementieff, Sylvester Stallone",Mild. Some innuendo and suggestive comments.  A female character wears revealing outfits.  A male character is shown shirtless.,2.0,2017,0,None,Some innuendo and suggestive comments.  A female character wears revealing outfits.  A male character is shown shirtless.
121,The Lord of the Rings: The Two Towers,179,en,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",78.73,A New Power Is Rising.,"Adventure, Fantasy, Action",English,"mission, army, based on novel or book, funeral, orcs, elves, dwarf, explosive, fort, cave, siege, addiction, attack, dragon, guide, death, split personality, wizard, ring, live action and animation, sword and sorcery",Peter Jackson,"J.R.R. Tolkien, Fran Walsh, Philippa Boyens, Stephen Sinclair, Peter Jackson",8.8,1847736,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, John Rhys-Davies, Orlando Bloom, Bernard Hill, Miranda Otto, Dominic Monaghan",None.  Some scenes of kissing.,1.0,2002,0,None,Some scenes of kissing.
673,Harry Potter and the Prisoner of Azkaban,141,en,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",124.386,Something wicked this way comes.,"Adventure, Fantasy",English,"witch, school friend, friendship, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, school, best friend, werewolf, muggle, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell, wizarding world",Alfonso Cuarón,"J.K. Rowling, Steve Kloves",7.9,718799,"Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon, Gary Oldman, David Thewlis, Timothy Spall, Alan Rickman, Tom Felton",Mild.  Some flirting and kissing.  Hermione punches Malfoy in the face.,2.0,2004,2,Mild,Some flirting and kissing.  Hermione punches Malfoy in the face.
272,Batman Begins,140,en,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",66.286,Evil fears the knight.,"Action, Crime, Drama","English, Urdu, Mandarin","martial arts, undercover, loss of loved one, secret identity, crime fighter, superhero, based on comic, rivalry, ninja, vigilante, tragic hero, super power, haunted by the past, evil doctor, master villain, unfulfilled love",Christopher Nolan,"Bob Kane, David S. Goyer, Christopher Nolan",8.2,1625870,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Rutger Hauer, Ken Watanabe, Mark Boone Junior",Mild.  Bruce Wayne is seen shirtless in a few scenes. Rachel Dawes wears slightly low-cut dresses in a couple of scenes. There is some innuendo and flirting.,2.0,2005,0,None,Bruce Wayne is seen shirtless in a few scenes. Rachel Dawes wears slightly low-cut dresses in a couple of scenes. There is some innuendo and flirting.
284053,Thor: Ragnarok,131,en,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",45.2,No hammer. No problem.,"Action, Adventure, Science Fiction",English,"superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki",Taika Waititi,"Eric Pearson, Craig Kyle, Christopher L. Yost, Stan Lee, Larry Lieber, Jack Kirby, Greg Pak, Walter Simonson, Carlo Pagulayan",7.9,843010,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Anthony Hopkins, Benedict Cumberbatch","Mild.  Thor is briefly seen naked from the back, showing his buttocks. Some jokes of a sexual nature are made. A woman is shown in revealing clothing.",2.0,2017,4,Mild,"Thor is briefly seen naked from the back, showing his buttocks. Some jokes of a sexual nature are made. A woman is shown in revealing clothing."
150540,Inside Out,95,en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",107.292,Meet the little voices inside your head.,"Animation, Family, Adventure, Drama, Comedy",English,"dream, san francisco, california, minnesota, sadness, cartoon, ice hockey, imaginary friend, elementary school, family relationships, memory, family, unicorn, running away, duringcreditsstinger, emotions","Pete Docter, Ronnie Del Carmen","Pete Docter, Ronnie Del Carmen, Meg LeFauve, Josh Cooley, Michael Arndt, Simon Rich, Bill Hader, Amy Poehler",8.1,851250,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Paula Poundstone",None.  There are some mild flirtations and references to puberty.,1.0,2015,0,None,There are some mild flirtations and references to puberty.
